timestamp;customer_no;location
2019-09-03 07:02:00;1;fruit
2019-09-03 07:02:00;2;drinks
2019-09-03 07:03:00;3;dairy
2019-09-03 07:05:00;1;drinks
2019-09-03 07:06:00;4;dairy
2019-09-03 07:06:00;5;dairy
2019-09-03 07:07:00;6;dairy
2019-09-03 07:07:00;7;dairy
2019-09-03 07:07:00;8;dairy
2019-09-03 07:08:00;4;spices
2019-09-03 07:08:00;8;checkout
2019-09-03 07:09:00;4;drinks
2019-09-03 07:09:00;5;checkout
2019-09-03 07:10:00;3;checkout
2019-09-03 07:10:00;7;fruit
2019-09-03 07:10:00;9;fruit
2019-09-03 07:10:00;10;fruit
2019-09-03 07:10:00;11;fruit
2019-09-03 07:10:00;12;fruit
2019-09-03 07:10:00;13;dairy
2019-09-03 07:11:00;11;checkout
2019-09-03 07:11:00;13;drinks
2019-09-03 07:11:00;14;dairy
2019-09-03 07:11:00;15;spices
2019-09-03 07:11:00;16;dairy
2019-09-03 07:12:00;1;checkout
2019-09-03 07:12:00;4;checkout
2019-09-03 07:12:00;7;drinks
2019-09-03 07:12:00;17;fruit
2019-09-03 07:12:00;18;fruit
2019-09-03 07:13:00;9;dairy
2019-09-03 07:13:00;15;fruit
2019-09-03 07:13:00;19;dairy
2019-09-03 07:13:00;20;spices
2019-09-03 07:14:00;2;fruit
2019-09-03 07:14:00;10;checkout
2019-09-03 07:14:00;13;checkout
2019-09-03 07:14:00;15;dairy
2019-09-03 07:14:00;17;checkout
2019-09-03 07:14:00;19;drinks
2019-09-03 07:14:00;20;checkout
2019-09-03 07:14:00;21;drinks
2019-09-03 07:14:00;22;drinks
2019-09-03 07:14:00;23;fruit
2019-09-03 07:14:00;24;fruit
2019-09-03 07:14:00;25;dairy
2019-09-03 07:15:00;6;spices
2019-09-03 07:15:00;7;checkout
2019-09-03 07:15:00;12;checkout
2019-09-03 07:15:00;16;drinks
2019-09-03 07:15:00;21;spices
2019-09-03 07:15:00;24;spices
2019-09-03 07:15:00;25;checkout
2019-09-03 07:15:00;26;spices
2019-09-03 07:15:00;27;spices
2019-09-03 07:15:00;28;spices
2019-09-03 07:16:00;6;dairy
2019-09-03 07:16:00;18;dairy
2019-09-03 07:16:00;22;checkout
2019-09-03 07:16:00;24;drinks
2019-09-03 07:16:00;28;fruit
2019-09-03 07:17:00;2;checkout
2019-09-03 07:17:00;14;fruit
2019-09-03 07:17:00;15;checkout
2019-09-03 07:17:00;16;fruit
2019-09-03 07:17:00;18;checkout
2019-09-03 07:17:00;21;drinks
2019-09-03 07:17:00;23;checkout
2019-09-03 07:17:00;26;drinks
2019-09-03 07:17:00;28;checkout
2019-09-03 07:18:00;16;dairy
2019-09-03 07:18:00;19;fruit
2019-09-03 07:18:00;24;checkout
2019-09-03 07:18:00;26;checkout
2019-09-03 07:18:00;27;fruit
2019-09-03 07:19:00;19;drinks
2019-09-03 07:19:00;29;fruit
2019-09-03 07:19:00;30;drinks
2019-09-03 07:20:00;16;checkout
2019-09-03 07:20:00;19;checkout
2019-09-03 07:20:00;21;checkout
2019-09-03 07:20:00;27;checkout
2019-09-03 07:20:00;29;dairy
2019-09-03 07:20:00;31;drinks
2019-09-03 07:20:00;32;dairy
2019-09-03 07:21:00;9;fruit
2019-09-03 07:21:00;14;dairy
2019-09-03 07:21:00;29;drinks
2019-09-03 07:21:00;31;spices
2019-09-03 07:21:00;32;drinks
2019-09-03 07:21:00;33;spices
2019-09-03 07:21:00;34;drinks
2019-09-03 07:22:00;30;checkout
2019-09-03 07:22:00;31;drinks
2019-09-03 07:22:00;34;checkout
2019-09-03 07:22:00;35;spices
2019-09-03 07:22:00;36;dairy
2019-09-03 07:22:00;37;drinks
2019-09-03 07:23:00;6;checkout
2019-09-03 07:23:00;9;dairy
2019-09-03 07:23:00;29;dairy
2019-09-03 07:23:00;31;fruit
2019-09-03 07:23:00;32;checkout
2019-09-03 07:23:00;38;drinks
2019-09-03 07:23:00;39;dairy
2019-09-03 07:23:00;40;fruit
2019-09-03 07:24:00;29;drinks
2019-09-03 07:24:00;33;dairy
2019-09-03 07:24:00;35;checkout
2019-09-03 07:24:00;38;checkout
2019-09-03 07:25:00;29;spices
2019-09-03 07:25:00;31;drinks
2019-09-03 07:25:00;37;fruit
2019-09-03 07:25:00;40;dairy
2019-09-03 07:25:00;41;drinks
2019-09-03 07:25:00;42;drinks
2019-09-03 07:25:00;43;fruit
2019-09-03 07:26:00;29;drinks
2019-09-03 07:26:00;39;drinks
2019-09-03 07:26:00;40;drinks
2019-09-03 07:26:00;41;dairy
2019-09-03 07:26:00;44;fruit
2019-09-03 07:26:00;45;spices
2019-09-03 07:27:00;14;fruit
2019-09-03 07:27:00;33;spices
2019-09-03 07:27:00;40;checkout
2019-09-03 07:27:00;41;drinks
2019-09-03 07:27:00;44;checkout
2019-09-03 07:27:00;45;fruit
2019-09-03 07:27:00;46;dairy
2019-09-03 07:28:00;33;drinks
2019-09-03 07:28:00;37;drinks
2019-09-03 07:28:00;43;dairy
2019-09-03 07:28:00;47;dairy
2019-09-03 07:28:00;48;dairy
2019-09-03 07:28:00;49;spices
2019-09-03 07:28:00;50;drinks
2019-09-03 07:28:00;51;dairy
2019-09-03 07:29:00;14;drinks
2019-09-03 07:29:00;29;checkout
2019-09-03 07:29:00;41;checkout
2019-09-03 07:29:00;42;fruit
2019-09-03 07:29:00;49;dairy
2019-09-03 07:30:00;9;checkout
2019-09-03 07:30:00;14;checkout
2019-09-03 07:30:00;36;drinks
2019-09-03 07:30:00;37;checkout
2019-09-03 07:30:00;47;checkout
2019-09-03 07:30:00;48;checkout
2019-09-03 07:30:00;49;checkout
2019-09-03 07:30:00;50;checkout
2019-09-03 07:30:00;51;fruit
2019-09-03 07:31:00;31;fruit
2019-09-03 07:31:00;33;checkout
2019-09-03 07:31:00;39;fruit
2019-09-03 07:31:00;51;checkout
2019-09-03 07:31:00;52;drinks
2019-09-03 07:31:00;53;fruit
2019-09-03 07:31:00;54;drinks
2019-09-03 07:31:00;55;dairy
2019-09-03 07:32:00;36;checkout
2019-09-03 07:32:00;39;checkout
2019-09-03 07:32:00;45;checkout
2019-09-03 07:32:00;53;checkout
2019-09-03 07:32:00;54;checkout
2019-09-03 07:32:00;56;drinks
2019-09-03 07:32:00;57;spices
2019-09-03 07:32:00;58;fruit
2019-09-03 07:32:00;59;fruit
2019-09-03 07:33:00;31;checkout
2019-09-03 07:33:00;43;checkout
2019-09-03 07:33:00;52;checkout
2019-09-03 07:33:00;59;dairy
2019-09-03 07:34:00;42;checkout
2019-09-03 07:34:00;56;checkout
2019-09-03 07:35:00;46;drinks
2019-09-03 07:35:00;58;checkout
2019-09-03 07:35:00;59;spices
