timestamp;customer_no;location
2019-09-02 07:03:00;1;dairy
2019-09-02 07:03:00;2;dairy
2019-09-02 07:04:00;3;dairy
2019-09-02 07:04:00;4;dairy
2019-09-02 07:04:00;5;spices
2019-09-02 07:04:00;6;spices
2019-09-02 07:04:00;7;spices
2019-09-02 07:04:00;8;fruit
2019-09-02 07:05:00;1;checkout
2019-09-02 07:05:00;5;checkout
2019-09-02 07:05:00;6;dairy
2019-09-02 07:05:00;7;drinks
2019-09-02 07:06:00;2;checkout
2019-09-02 07:06:00;3;checkout
2019-09-02 07:06:00;9;dairy
2019-09-02 07:06:00;10;fruit
2019-09-02 07:06:00;11;drinks
2019-09-02 07:06:00;12;spices
2019-09-02 07:06:00;13;dairy
2019-09-02 07:06:00;14;fruit
2019-09-02 07:07:00;8;checkout
2019-09-02 07:07:00;12;drinks
2019-09-02 07:07:00;15;spices
2019-09-02 07:07:00;16;dairy
2019-09-02 07:08:00;4;checkout
2019-09-02 07:08:00;10;checkout
2019-09-02 07:08:00;11;checkout
2019-09-02 07:08:00;15;fruit
2019-09-02 07:09:00;7;spices
2019-09-02 07:09:00;14;checkout
2019-09-02 07:09:00;16;spices
2019-09-02 07:10:00;12;checkout
2019-09-02 07:11:00;7;fruit
2019-09-02 07:11:00;16;checkout
2019-09-02 07:11:00;17;fruit
2019-09-02 07:12:00;9;fruit
2019-09-02 07:12:00;15;checkout
2019-09-02 07:12:00;18;fruit
2019-09-02 07:12:00;19;spices
2019-09-02 07:12:00;20;drinks
2019-09-02 07:13:00;7;checkout
2019-09-02 07:13:00;9;checkout
2019-09-02 07:13:00;13;spices
2019-09-02 07:13:00;19;drinks
2019-09-02 07:13:00;21;drinks
2019-09-02 07:13:00;22;fruit
2019-09-02 07:14:00;13;dairy
2019-09-02 07:14:00;18;dairy
2019-09-02 07:14:00;20;checkout
2019-09-02 07:14:00;23;fruit
2019-09-02 07:14:00;24;drinks
2019-09-02 07:15:00;13;fruit
2019-09-02 07:15:00;21;spices
2019-09-02 07:15:00;22;dairy
2019-09-02 07:15:00;23;checkout
2019-09-02 07:16:00;13;checkout
2019-09-02 07:16:00;21;checkout
2019-09-02 07:16:00;25;spices
2019-09-02 07:16:00;26;fruit
2019-09-02 07:16:00;27;spices
2019-09-02 07:16:00;28;drinks
2019-09-02 07:16:00;29;drinks
2019-09-02 07:17:00;6;spices
2019-09-02 07:17:00;18;checkout
2019-09-02 07:17:00;22;checkout
2019-09-02 07:17:00;25;dairy
2019-09-02 07:17:00;30;spices
2019-09-02 07:17:00;31;spices
2019-09-02 07:17:00;32;drinks
2019-09-02 07:17:00;33;fruit
2019-09-02 07:17:00;34;spices
2019-09-02 07:18:00;6;drinks
2019-09-02 07:18:00;25;spices
2019-09-02 07:18:00;29;checkout
2019-09-02 07:18:00;30;drinks
2019-09-02 07:18:00;31;checkout
2019-09-02 07:18:00;34;drinks
2019-09-02 07:18:00;35;dairy
2019-09-02 07:19:00;25;drinks
2019-09-02 07:19:00;27;dairy
2019-09-02 07:19:00;28;checkout
2019-09-02 07:19:00;30;fruit
2019-09-02 07:19:00;35;drinks
2019-09-02 07:20:00;19;checkout
2019-09-02 07:20:00;24;checkout
2019-09-02 07:20:00;26;dairy
2019-09-02 07:20:00;30;dairy
2019-09-02 07:20:00;32;checkout
2019-09-02 07:20:00;33;dairy
2019-09-02 07:20:00;36;dairy
2019-09-02 07:21:00;30;fruit
2019-09-02 07:21:00;36;checkout
2019-09-02 07:22:00;17;checkout
2019-09-02 07:22:00;25;checkout
2019-09-02 07:22:00;33;spices
2019-09-02 07:22:00;35;checkout
2019-09-02 07:22:00;37;fruit
2019-09-02 07:22:00;38;fruit
2019-09-02 07:23:00;30;checkout
2019-09-02 07:23:00;33;dairy
2019-09-02 07:24:00;26;checkout
2019-09-02 07:24:00;33;drinks
2019-09-02 07:25:00;6;spices
2019-09-02 07:25:00;34;spices
2019-09-02 07:26:00;6;dairy
2019-09-02 07:26:00;33;spices
2019-09-02 07:26:00;34;fruit
2019-09-02 07:26:00;37;checkout
2019-09-02 07:26:00;38;dairy
2019-09-02 07:26:00;39;dairy
2019-09-02 07:26:00;40;dairy
2019-09-02 07:26:00;41;drinks
2019-09-02 07:26:00;42;dairy
2019-09-02 07:26:00;43;fruit
2019-09-02 07:26:00;44;fruit
2019-09-02 07:26:00;45;spices
2019-09-02 07:26:00;46;fruit
2019-09-02 07:27:00;6;spices
2019-09-02 07:27:00;33;drinks
2019-09-02 07:27:00;34;checkout
2019-09-02 07:27:00;39;checkout
